appliance_code,power_watts,duration_minutes,is_night,is_occupied,temp_setting,energy_kwh
2,1290.909090909091,33,0,1,21.2,0.71
1,1542.857142857143,77,0,1,21.8,1.98
4,1242.1052631578948,114,1,1,22.6,2.36
3,2643.75,32,0,1,16.8,1.41
1,1114.2857142857142,7,1,1,17.3,0.13
4,2270.4545454545455,88,0,1,21.1,3.33
4,1023.2142857142857,112,0,1,17.7,1.91
1,5987.5,48,1,0,19.0,4.79
3,496.15384615384613,104,1,0,16.4,0.86
5,1575.0,112,0,0,18.6,2.94
1,1596.2264150943397,106,0,0,20.5,2.82
5,2906.666666666667,90,1,1,16.9,4.36
5,1207.8947368421052,76,1,0,18.0,1.53
3,4650.0,20,0,1,15.7,1.55
4,1503.370786516854,89,1,1,15.5,2.23
4,1411.764705882353,102,0,1,24.2,2.4
5,1347.1698113207547,106,1,1,22.3,2.38
1,1378.5714285714287,84,1,1,22.8,1.93
0,6340.540540540541,37,0,1,23.7,3.91
1,2551.7241379310344,87,1,1,24.7,3.7
4,25800.0,8,1,0,23.3,3.44
3,620.0,30,0,1,23.9,0.31
0,696.0,100,1,0,23.5,1.16
1,5250.0,36,1,1,21.9,3.15
4,87200.00000000001,3,1,0,15.9,4.36
1,483.3333333333333,36,1,1,24.3,0.29
5,2966.6666666666665,72,0,0,19.2,3.56
1,2634.782608695652,92,1,1,24.8,4.04
1,2033.3333333333333,108,0,0,20.0,3.66
5,963.4615384615385,104,0,0,15.7,1.67
5,1560.0,50,0,1,25.0,1.3
2,297.43589743589746,117,0,1,22.4,0.58
2,8028.571428571428,21,0,0,18.9,2.81
4,972.4137931034483,116,1,0,16.5,1.88
5,12000.0,7,1,0,24.0,1.4
4,2980.0,90,0,0,15.2,4.47
2,2754.5454545454545,22,1,1,24.1,1.01
0,5842.857142857143,42,0,1,16.3,4.09
5,6048.0,25,1,1,17.0,2.52
0,3410.5263157894738,57,1,0,19.4,3.24
3,800.0,42,1,0,21.2,0.56
3,1823.5294117647059,51,1,0,21.9,1.55
1,1320.0,70,1,1,24.7,1.54
4,6228.571428571429,21,1,1,19.6,2.18
2,451.7647058823529,85,0,1,22.2,0.64
3,5524.137931034483,29,0,1,19.2,2.67
3,4881.818181818182,44,0,1,19.2,3.58
1,606.1855670103092,97,0,0,22.1,0.98
3,21750.0,8,1,0,22.7,2.9
4,864.4067796610169,118,1,0,19.1,1.7
5,3924.0,50,1,1,24.0,3.27
0,3927.272727272728,33,1,0,22.5,2.16
4,6516.279069767442,43,0,1,21.5,4.67
2,2246.6666666666665,90,0,1,22.3,3.37
0,2169.230769230769,104,1,1,18.1,3.76
4,4324.528301886792,53,0,0,18.0,3.82
0,29657.14285714286,7,1,0,16.4,3.46
2,3171.4285714285716,70,0,1,18.8,3.7
4,697.2972972972973,37,0,0,22.5,0.43
5,13260.0,20,0,0,21.5,4.42
0,8175.000000000001,16,1,0,22.0,2.18
2,3743.6619718309857,71,1,1,19.3,4.43
5,382.97872340425533,47,1,1,21.1,0.3
1,4636.363636363636,55,0,1,18.6,4.25
5,1120.0,60,0,1,16.9,1.12
2,4178.9473684210525,57,0,1,16.4,3.97
0,2714.285714285714,42,0,1,21.6,1.9
3,1291.6666666666667,72,1,0,16.9,1.55
5,2165.4545454545455,110,1,1,19.3,3.97
1,1381.8181818181818,99,0,1,22.2,2.28
2,7800.0,30,0,1,17.3,3.9
3,2525.5813953488373,86,0,0,22.4,3.62
4,533.3333333333334,99,0,1,23.1,0.88
1,1255.8139534883721,86,1,1,20.1,1.8
1,4755.555555555556,27,1,1,17.6,2.14
3,5123.076923076923,13,0,0,23.2,1.11
3,2121.212121212121,99,1,0,17.0,3.5
3,1864.516129032258,93,1,1,22.1,2.89
2,3114.8936170212764,94,0,1,15.0,4.88
4,1831.578947368421,19,1,0,24.7,0.58
4,1590.0,100,0,0,15.0,2.65
5,454.94505494505495,91,0,0,17.3,0.69
2,1114.2857142857142,119,0,1,20.1,2.21
3,11670.0,20,1,1,25.0,3.89
5,164.3835616438356,73,1,1,17.2,0.2
0,9038.709677419354,31,0,0,20.9,4.67
5,4333.333333333333,9,1,0,19.8,0.65
4,2658.823529411765,102,1,0,19.0,4.52
4,4897.2972972972975,37,0,0,20.8,3.02
4,1332.3529411764705,68,0,1,18.7,1.51
1,1815.5844155844156,77,1,0,18.6,2.33
4,662.5,96,0,0,16.0,1.06
0,600.0,113,1,0,23.5,1.13
2,1219.5652173913043,92,0,1,17.6,1.87
2,2293.3333333333335,45,0,1,19.0,1.72
1,2000.0,99,0,1,21.6,3.3
4,18000.0,9,1,1,22.6,2.7
4,800.0,99,0,0,16.5,1.32
1,9425.806451612903,31,0,0,24.5,4.87
1,169.56521739130434,92,1,0,19.1,0.26
4,3518.181818181818,44,0,0,17.2,2.58
4,46650.0,4,1,1,20.9,3.11
2,20261.53846153846,13,1,0,23.2,4.39
0,21666.666666666668,9,1,0,21.9,3.25
4,18000.0,7,0,0,15.1,2.1
5,403.44827586206895,116,1,0,18.8,0.78
2,2797.8947368421054,95,0,0,16.1,4.43
4,3140.0,60,0,0,23.0,3.14
1,4077.5510204081634,49,1,1,23.8,3.33
1,845.7142857142857,105,1,0,18.4,1.48
1,8215.384615384615,26,0,1,16.7,3.56
3,4188.0,50,0,1,15.3,3.49
1,3410.5263157894738,57,1,1,15.6,3.24
1,1838.532110091743,109,0,0,23.2,3.34
3,1023.0769230769231,78,0,1,16.4,1.33
2,37200.0,8,0,0,15.7,4.96
1,2142.8571428571427,42,0,0,15.7,1.5
3,1200.0,11,0,1,21.3,0.22
0,7626.315789473684,38,1,1,23.7,4.83
5,4066.6666666666665,45,0,0,20.4,3.05
5,689.1089108910891,101,0,1,18.5,1.16
5,2650.0,96,0,1,21.2,4.24
5,342.05607476635515,107,0,1,15.8,0.61
0,752.9411764705883,102,1,1,23.5,1.28
2,1356.7567567567567,111,0,0,22.4,2.51
2,349.36708860759495,79,0,1,18.4,0.46
0,7875.0,8,0,1,16.9,1.05
1,2050.5494505494507,91,1,1,24.8,3.11
3,2847.7611940298507,67,0,1,21.4,3.18
1,4280.5970149253735,67,0,0,19.3,4.78
4,3108.4337349397592,83,1,1,21.2,4.3
5,2370.29702970297,101,0,0,15.2,3.99
4,168.53932584269663,89,0,1,20.2,0.25
5,3460.0,30,1,1,22.9,1.73
2,1114.2857142857142,84,1,0,22.8,1.56
2,16800.0,6,0,0,16.9,1.68
2,52500.0,4,0,0,15.3,3.5
4,1903.225806451613,93,0,0,22.0,2.95
4,1960.0,105,0,1,24.2,3.43
0,5066.666666666667,54,0,0,22.1,4.56
1,5195.121951219512,41,1,1,23.0,3.55
4,887.3949579831933,119,1,0,16.1,1.76
3,11263.636363636364,22,1,1,16.7,4.13
0,21480.0,10,0,0,19.6,3.58
5,15342.857142857143,14,0,0,15.5,3.58
2,2791.3043478260875,46,0,1,22.4,2.14
4,10950.0,4,0,1,16.8,0.73
3,15480.0,10,0,0,24.8,2.58
3,1742.1052631578948,114,0,0,16.3,3.31
1,3900.0,58,1,1,21.7,3.77
2,2522.7272727272725,44,1,1,23.3,1.85
1,2085.714285714286,84,1,1,20.0,2.92
4,3035.820895522388,67,0,1,20.8,3.39
1,3924.0,50,0,0,20.7,3.27
1,29800.0,9,1,0,21.5,4.47
0,18900.0,10,0,0,20.1,3.15
1,3584.8101265822784,79,0,0,24.8,4.72
1,11684.21052631579,19,0,1,21.8,3.7
5,1892.3076923076924,52,0,0,18.6,1.64
0,937.5,96,0,0,23.9,1.5
1,4562.264150943397,53,1,0,17.4,4.03
5,1852.1739130434783,92,0,0,18.6,2.84
4,6541.935483870968,31,0,0,15.1,3.38
4,3081.0810810810813,74,0,0,15.2,3.8
3,226800.0,1,0,1,23.4,3.78
3,2605.2631578947367,76,0,0,15.5,3.3
4,64800.00000000001,4,0,0,24.7,4.32
0,1762.5,48,1,0,22.2,1.41
1,2341.4634146341464,41,1,1,23.5,1.6
3,2596.875,64,0,1,15.0,2.77
2,765.0,80,0,1,24.8,1.02
5,8100.0,28,0,1,18.9,3.78
5,319.4805194805195,77,1,1,21.4,0.41
2,1677.9661016949153,118,1,1,22.8,3.3
1,1595.2941176470588,85,0,0,16.4,2.26
4,250.7462686567164,67,1,0,20.7,0.28
1,6133.333333333333,27,0,0,18.4,2.76
0,4238.0952380952385,63,0,1,20.3,4.45
0,1901.2048192771085,83,1,0,15.1,2.63
0,14345.454545454546,11,1,0,15.9,2.63
5,108.0,100,1,0,17.3,0.18
4,27171.428571428572,7,0,0,20.0,3.17
2,1862.608695652174,115,0,1,21.1,3.57
2,3777.777777777778,54,0,1,18.8,3.4
0,2572.8813559322034,59,0,1,23.4,2.53
3,1977.0491803278687,61,0,1,19.2,2.01
0,2304.7619047619046,63,0,1,24.4,2.42
0,11448.0,25,0,0,24.8,4.77
3,16066.666666666666,9,1,0,20.6,2.41
1,1772.4770642201836,109,1,1,22.2,3.22
3,18360.0,5,0,0,17.4,1.53
2,56400.0,4,1,1,24.3,3.76
3,2681.6326530612246,49,1,0,24.5,2.19
2,5636.8421052631575,38,0,0,20.4,3.57
3,5244.444444444444,54,1,0,22.0,4.72
5,1969.0140845070423,71,0,0,21.7,2.33
5,6626.086956521739,23,1,0,21.8,2.54
2,14062.5,16,0,0,17.5,3.75
3,31049.999999999996,8,1,0,15.6,4.14
1,21800.000000000004,12,1,1,17.1,4.36
0,6251.612903225807,31,0,0,15.7,3.23
5,1745.4545454545455,55,0,0,22.9,1.6
3,3055.2631578947367,76,0,1,20.0,3.87
4,545.4545454545455,66,0,0,17.4,0.6
1,920.7920792079208,101,0,1,23.2,1.55
0,409.9009900990099,101,0,1,20.7,0.69
1,3286.046511627907,86,0,0,22.3,4.71
1,8600.0,3,0,0,21.3,0.43
5,141.93548387096774,93,1,0,20.0,0.22
0,1749.2957746478871,71,0,0,21.8,2.07
2,1000.0,102,0,1,19.8,1.7
3,8250.0,24,0,1,19.8,3.3
4,1075.2475247524753,101,1,1,21.9,1.81
2,1552.4999999999998,80,0,0,21.8,2.07
1,1893.9130434782608,115,1,1,22.4,3.63
4,2480.4123711340208,97,0,0,19.9,4.01
2,2979.310344827586,58,0,1,21.7,2.88
3,5412.244897959184,49,0,0,15.3,4.42
3,2281.081081081081,111,1,0,16.0,4.22
4,1009.5238095238095,63,0,1,15.0,1.06
0,2161.6438356164385,73,0,1,22.0,2.63
5,14200.0,9,0,1,20.1,2.13
1,439.0243902439024,82,0,0,23.4,0.6
1,3176.470588235294,17,0,1,22.8,0.9
0,1133.8983050847457,118,0,1,22.2,2.23
5,5135.294117647059,34,0,0,19.1,2.91
0,19733.333333333332,9,1,1,15.1,2.96
2,48000.0,2,0,0,24.6,1.6
1,2846.3414634146343,82,0,1,19.6,3.89
3,4270.588235294118,51,1,1,16.8,3.63
0,8212.5,16,0,1,21.1,2.19
2,4305.882352941177,34,1,0,18.6,2.44
1,2061.5384615384614,78,1,0,23.4,2.68
2,10592.307692307691,26,1,0,19.2,4.59
2,2200.0,96,0,0,20.1,3.52
1,6266.666666666667,18,0,0,15.8,1.88
1,2667.3267326732675,101,0,1,20.9,4.49
3,2718.75,64,0,1,16.8,2.9
4,1944.0,50,0,1,17.4,1.62
4,12066.666666666666,18,0,0,18.4,3.62
5,431.06796116504853,103,0,1,17.5,0.74
3,809.3023255813954,86,1,0,16.2,1.16
4,2782.9787234042556,47,0,1,15.8,2.18
0,2393.6170212765956,94,0,0,21.5,3.75
2,2606.896551724138,29,0,1,25.0,1.26
0,2053.3333333333335,45,0,0,19.5,1.54
3,3788.5714285714284,35,0,0,24.5,2.21
3,468.9655172413793,87,1,0,16.2,0.68
4,37350.0,8,1,1,22.7,4.98
2,1920.0,10,0,1,22.1,0.32
2,730.6930693069307,101,0,0,17.9,1.23
3,3320.0,15,0,0,22.0,0.83
0,1622.608695652174,115,0,1,15.6,3.11
0,2240.0,75,0,0,15.7,2.8
3,1152.6315789473683,38,0,1,17.5,0.73
1,1569.2307692307693,65,0,1,22.4,1.7
4,3378.947368421053,38,1,1,19.2,2.14
2,1953.1914893617022,94,0,0,21.5,3.06
2,2449.1803278688526,61,0,0,15.3,2.49
1,2893.75,96,1,1,17.4,4.63
0,2482.7586206896553,116,0,0,17.2,4.8
0,1084.6153846153845,26,0,0,16.2,0.47
0,1045.5445544554455,101,0,0,15.4,1.76
2,2466.6666666666665,18,1,0,16.8,0.74
2,42600.0,6,0,0,19.6,4.26
2,2063.157894736842,114,0,1,20.4,3.92
5,3044.4444444444443,27,1,1,23.3,1.37
2,10233.333333333334,18,1,0,19.7,3.07
4,3237.3626373626375,91,1,1,22.5,4.91
3,4900.0,24,0,0,20.9,1.96
2,3230.769230769231,78,1,0,24.6,4.2
5,412.5,16,0,1,17.9,0.11
2,1091.4285714285713,105,0,1,19.7,1.91
1,32640.0,5,0,1,24.3,2.72
2,1006.6666666666666,90,0,1,20.4,1.51
5,4722.580645161291,62,0,0,21.9,4.88
3,27857.14285714286,7,0,0,19.0,3.25
5,1438.7096774193549,93,0,0,17.0,2.23
2,3079.245283018868,53,0,1,19.2,2.72
0,3760.0,45,1,0,15.8,2.82
1,1884.2105263157894,57,1,1,15.3,1.79
1,3861.9718309859154,71,0,1,24.4,4.57
3,356.43564356435644,101,0,0,21.3,0.6
1,1121.7391304347825,92,0,1,16.9,1.72
3,25800.0,2,0,0,18.5,0.86
4,1022.5352112676056,71,0,0,22.1,1.21
3,580.6451612903226,93,0,0,20.4,0.9
3,2977.5,80,0,0,19.5,3.97
1,1506.0,100,1,0,21.5,2.51
4,4219.999999999999,60,0,0,19.5,4.22
3,3712.5,64,1,1,24.7,3.96
1,1312.5,16,1,1,20.0,0.35
5,3369.230769230769,65,1,1,20.7,3.65
2,10500.0,14,1,0,18.4,2.45
0,1962.6168224299065,107,0,0,16.0,3.5
3,6891.891891891892,37,0,1,16.9,4.25
1,2301.6393442622953,61,1,1,23.5,2.34
0,11887.5,16,1,1,15.2,3.17
5,2929.4117647058824,17,0,0,16.3,0.83
4,731.578947368421,114,0,0,19.6,1.39
0,2900.0,30,1,1,16.3,1.45
0,5295.652173913043,23,0,1,16.7,2.03
4,1088.0,75,1,1,21.3,1.36
4,2077.5,80,0,1,15.7,2.77
3,1019.4174757281553,103,0,0,20.1,1.75
3,1800.0,110,1,1,21.6,3.3
3,9250.0,24,0,1,22.9,3.7
3,10920.0,10,0,0,17.5,1.82
4,3532.5,80,1,1,21.9,4.71
2,2413.6363636363635,88,0,1,17.1,3.54
3,22909.090909090908,11,0,0,18.9,4.2
0,2690.7216494845356,97,1,0,21.5,4.35
2,6585.714285714285,42,1,1,22.8,4.61
0,1788.6792452830189,53,0,1,15.7,1.58
5,2270.769230769231,65,1,1,23.9,2.46
5,793.1034482758621,87,1,0,22.5,1.15
4,4716.666666666667,36,0,0,22.0,2.83
0,2932.2580645161293,62,1,0,21.7,3.03
4,11747.368421052632,19,0,0,22.3,3.72
3,5766.666666666667,36,0,0,15.8,3.46
1,503.57142857142856,112,0,0,21.7,0.94
3,3085.7142857142862,21,1,1,22.0,1.08
4,104100.0,2,0,0,18.6,3.47
2,1008.8495575221239,113,1,0,22.9,1.9
1,2179.591836734694,49,1,0,22.6,1.78
5,288.46153846153845,104,1,1,21.5,0.5
3,600.0,51,1,1,17.5,0.51
5,1966.6666666666667,54,0,0,15.1,1.77
1,1438.9380530973451,113,1,1,22.6,2.71
0,4170.731707317073,41,0,0,18.6,2.85
5,6728.571428571428,14,0,1,21.3,1.57
5,2373.134328358209,67,1,0,16.5,2.65
5,1582.4999999999998,80,0,1,18.9,2.11
1,3150.0,16,1,1,22.1,0.84
1,9690.0,20,0,1,21.6,3.23
0,9840.0,5,0,1,21.2,0.82
0,2456.4102564102564,117,1,1,22.0,4.79
5,1041.5094339622642,106,0,0,20.8,1.84
2,392.5925925925926,81,1,0,20.1,0.53
2,3900.0,48,1,1,19.0,3.12
0,3116.1290322580644,93,0,0,22.0,4.83
0,393.93939393939394,99,0,0,16.9,0.65
0,739.5348837209302,43,1,1,16.5,0.53
3,5283.333333333333,36,1,0,23.6,3.17
4,951.7241379310345,29,1,1,23.4,0.46
0,19160.0,15,1,0,21.2,4.79
1,3058.064516129032,62,0,1,23.9,3.16
1,572.7272727272727,22,0,0,22.2,0.21
2,4760.0,45,0,1,16.1,3.57
5,14362.5,16,0,0,23.1,3.83
0,9064.285714285716,28,0,0,19.0,4.23
3,4500.0,62,0,1,15.6,4.65
5,2420.689655172414,58,1,0,20.6,2.34
1,4761.702127659574,47,0,0,23.2,3.73
1,190.9090909090909,88,1,0,17.3,0.28
5,3807.2727272727275,55,0,0,17.5,3.49
0,1657.142857142857,42,0,1,23.5,1.16
4,9400.0,30,0,0,16.5,4.7
3,19500.0,12,0,1,22.1,3.9
3,1188.4615384615386,104,1,0,18.1,2.06
5,5668.421052631579,38,1,0,19.3,3.59
3,33900.0,6,1,0,15.6,3.39
5,1645.1612903225807,62,0,0,16.3,1.7
1,494.11764705882354,68,0,0,23.4,0.56
5,1263.157894736842,76,1,1,24.7,1.6
2,2904.7619047619046,63,0,1,18.2,3.05
4,1518.2608695652175,115,0,0,21.3,2.91
2,8177.142857142857,35,0,1,21.0,4.77
1,7600.0,39,1,0,19.2,4.94
2,21000.0,4,1,0,21.5,1.4
0,21300.0,14,1,0,17.9,4.97
1,3114.2857142857147,42,1,0,20.0,2.18
4,984.6153846153846,117,0,1,23.7,1.92
5,17076.923076923078,13,0,1,21.2,3.7
3,2212.5,48,1,0,24.2,1.77
0,5448.648648648648,37,0,1,19.8,3.36
3,6160.0,15,1,0,24.2,1.54
3,3556.626506024096,83,0,0,22.5,4.92
2,3428.5714285714284,84,0,1,24.8,4.8
2,4770.0,20,1,0,20.3,1.59
5,3787.5,16,0,1,15.7,1.01
2,193.04347826086956,115,0,1,21.9,0.37
5,2063.736263736264,91,0,1,18.3,3.13
5,663.5294117647059,85,1,1,15.0,0.94
2,1089.4736842105262,38,0,1,24.4,0.69
4,3015.3846153846152,78,1,0,23.9,3.92
3,131.0924369747899,119,1,1,15.9,0.26
3,1638.095238095238,63,0,0,17.6,1.72
0,4311.864406779661,59,0,1,19.7,4.24
3,3600.0,71,1,1,19.5,4.26
2,2689.285714285714,56,1,1,16.4,2.51
5,47520.0,5,1,1,23.3,3.96
1,1605.4054054054054,111,0,1,16.2,2.97
4,20160.0,10,1,0,22.9,3.36
5,1770.0,20,0,0,19.3,0.59
5,200.0,117,0,0,22.4,0.39
3,1900.0,18,1,1,19.3,0.57
4,4405.263157894737,38,0,0,19.9,2.79
0,388.2352941176471,85,0,1,19.3,0.55
3,2748.9795918367345,98,0,1,22.4,4.49
1,7080.0,10,0,0,18.1,1.18
0,636.5217391304348,115,0,0,16.8,1.22
2,49650.0,4,0,0,19.1,3.31
0,1171.0843373493976,83,0,0,15.7,1.62
4,205.97014925373134,67,0,1,16.4,0.23
5,4734.782608695652,46,0,1,23.6,3.63
0,994.4444444444445,108,0,0,20.2,1.79
0,2756.043956043956,91,0,0,18.0,4.18
1,4338.461538461538,65,0,1,21.8,4.7
4,207.27272727272728,110,0,1,19.0,0.38
3,4405.263157894737,38,0,1,15.6,2.79
3,10376.470588235294,17,0,1,19.7,2.94
4,8271.42857142857,28,1,0,20.9,3.86
5,2077.777777777778,54,0,0,18.9,1.87
2,2898.1132075471696,53,1,0,20.6,2.56
0,9347.368421052632,19,0,0,23.5,2.96
2,2809.090909090909,22,0,0,22.5,1.03
1,26700.0,6,0,0,22.1,2.67
0,888.0,50,1,1,15.5,0.74
4,2602.409638554217,83,1,1,15.8,3.6
2,7733.333333333333,36,0,0,16.4,4.64
5,4527.272727272727,22,0,0,23.3,1.66
2,1992.4528301886792,53,0,0,24.8,1.76
1,1032.7868852459017,61,1,0,19.1,1.05
5,383.3333333333333,108,1,1,17.5,0.69
5,2894.1176470588234,68,0,1,17.2,3.28
3,8740.0,30,0,0,16.4,4.37
5,20350.000000000004,12,0,0,21.3,4.07
2,1381.5126050420167,119,1,0,19.0,2.74
2,642.8571428571429,112,0,0,19.6,1.2
4,4473.684210526316,57,0,1,24.6,4.25
3,16905.882352941175,17,0,1,15.4,4.79
2,874.5762711864406,118,1,1,22.5,1.72
5,592.7710843373494,83,0,0,19.2,0.82
4,3660.0,40,0,1,18.6,2.44
4,2032.7586206896551,116,1,1,24.1,3.93
2,335.48387096774195,93,0,1,23.4,0.52
4,3225.0,72,0,1,15.8,3.87
2,1072.1311475409836,61,0,0,21.1,1.09
4,4612.5,64,1,1,17.1,4.92
2,1185.8823529411766,85,1,1,21.5,1.68
4,3738.4615384615386,52,1,0,24.4,3.24
3,2383.4862385321103,109,1,1,20.3,4.33
2,5100.0,10,0,0,21.8,0.85
4,797.8021978021978,91,0,1,21.3,1.21
0,7344.827586206897,29,0,1,16.8,3.55
2,63.46153846153846,104,0,1,21.6,0.11
0,1403.5714285714287,112,0,0,23.0,2.62
5,2975.0,72,0,1,17.0,3.57
3,6473.684210526315,19,0,1,16.9,2.05
3,286.95652173913044,46,0,0,20.9,0.22
1,2640.0,60,0,0,17.4,2.64
0,3367.0588235294117,85,1,1,22.4,4.77
1,2454.5454545454545,33,0,1,16.8,1.35
2,7094.1176470588225,17,0,1,21.9,2.01
1,5640.0,10,0,1,21.4,0.94
2,1845.2830188679245,106,0,1,23.8,3.26
0,5563.636363636364,44,0,1,15.3,4.08
5,121200.0,1,1,0,23.9,2.02
5,1346.938775510204,98,0,1,21.0,2.2
3,1153.3333333333333,90,1,1,21.5,1.73
5,3220.689655172414,87,0,0,15.3,4.67
1,2518.3098591549297,71,1,0,22.7,2.98
4,401.6949152542373,118,1,0,16.2,0.79
1,625.531914893617,47,0,0,18.4,0.49
2,6900.0,2,0,1,21.3,0.23
4,36720.0,5,1,1,24.9,3.06
1,756.3025210084033,119,1,0,24.0,1.5
0,3827.2727272727275,66,0,1,21.2,4.21
4,1403.883495145631,103,1,0,19.4,2.41
1,3203.7735849056603,53,1,0,22.8,2.83
2,2955.0,40,0,1,17.0,1.97
5,12705.882352941177,17,1,0,18.7,3.6
0,1894.7368421052631,76,1,0,15.7,2.4
4,6521.0526315789475,38,1,0,18.7,4.13
4,1843.6363636363637,110,0,0,24.9,3.38
5,8271.42857142857,14,0,0,22.2,1.93
0,2380.6451612903224,62,0,1,19.6,2.46
2,6586.363636363636,44,1,0,20.3,4.83
0,5443.90243902439,41,1,0,15.3,3.72
1,3632.1428571428573,56,0,0,24.9,3.39
4,7690.909090909092,33,0,1,24.6,4.23
1,563.4782608695652,115,1,1,17.7,1.08
2,7650.0,36,0,0,20.2,4.59
0,1435.9550561797753,89,0,1,24.0,2.13
1,1593.75,64,0,0,20.4,1.7
0,1168.9655172413793,58,1,0,17.4,1.13
2,6741.176470588235,34,0,0,19.4,3.82
1,1523.076923076923,39,0,1,24.2,0.99
0,1603.8461538461538,52,1,0,24.7,1.39
0,871.6981132075472,53,0,1,20.3,0.77
1,3229.2134831460676,89,0,0,22.0,4.79
2,3685.714285714286,63,0,0,15.3,3.87
0,1253.8461538461538,78,1,1,19.4,1.63
0,4479.310344827586,58,0,1,17.0,4.33
4,1605.4054054054054,74,0,0,20.0,1.98
5,737.5,48,0,1,21.9,0.59
4,3186.4864864864867,74,0,1,17.5,3.93
3,34650.0,4,1,0,17.5,2.31
0,800.0,45,0,0,22.6,0.6
5,4573.333333333333,45,1,0,18.4,3.43
3,336.0,25,1,1,16.4,0.14
3,2077.3109243697477,119,0,0,15.6,4.12
1,354.54545454545456,22,1,0,20.4,0.13
1,2866.6666666666665,72,1,0,20.7,3.44
3,1250.6024096385543,83,1,1,17.0,1.73
3,896.3855421686746,83,0,1,24.9,1.24
5,1670.5882352941176,102,0,1,22.8,2.84
2,997.8260869565217,92,0,1,21.9,1.53
4,5823.529411764706,34,1,0,17.0,3.3
1,2817.8571428571427,56,1,0,15.8,2.63
3,1228.03738317757,107,0,0,17.0,2.19
4,129299.99999999999,2,1,1,18.1,4.31
5,1200.0,14,1,1,24.6,0.28
2,2706.122448979592,49,0,0,20.9,2.21
0,6190.909090909091,44,0,1,20.0,4.54
1,456.4102564102564,117,0,0,18.3,0.89
0,1876.923076923077,117,0,1,19.7,3.66
2,1606.4516129032259,93,0,0,22.7,2.49
5,2368.75,96,1,0,22.8,3.79
0,6280.0,15,1,0,22.6,1.57
4,4018.867924528302,53,1,1,18.8,3.55
2,11280.0,10,0,1,16.5,1.88
4,621.6867469879518,83,0,0,15.7,0.86
5,800.0,99,0,0,20.7,1.32
0,27600.0,8,0,1,24.5,3.68
3,1064.7058823529412,102,1,1,17.1,1.81
0,4117.241379310345,29,1,0,23.5,1.99
0,1961.7977528089887,89,0,0,24.8,2.91
0,47400.0,6,0,0,18.9,4.74
5,8146.153846153846,26,1,1,24.2,3.53
5,4742.857142857143,21,1,1,17.5,1.66
4,440.81632653061223,98,0,0,21.7,0.72
5,1024.1379310344828,58,1,1,19.5,0.99
2,328.0,75,1,0,18.4,0.41
0,1650.0,52,0,0,15.4,1.43
3,1628.5714285714287,119,1,0,24.9,3.23
5,1116.6666666666667,36,0,0,19.8,0.67
1,2705.2631578947367,57,0,0,24.1,2.57
2,3913.0434782608695,46,0,1,19.5,3.0
5,55080.0,5,1,0,24.8,4.59
1,2244.8275862068967,58,1,0,15.9,2.17
2,2160.0,5,0,0,19.6,0.18
4,1601.9417475728155,103,0,0,15.2,2.75
3,10961.538461538461,26,0,1,15.4,4.75
1,1276.923076923077,78,0,0,21.3,1.66
4,2520.0,60,0,0,23.5,2.52
1,10090.90909090909,22,0,0,24.6,3.7
3,2146.153846153846,52,1,1,18.3,1.86
2,26799.999999999996,9,1,0,22.3,4.02
4,6490.909090909091,11,0,1,23.8,1.19
4,221.05263157894737,38,1,1,16.2,0.14
2,951.9230769230769,104,1,0,15.3,1.65
2,4694.117647058823,51,0,0,16.5,3.99
4,5451.428571428572,35,0,0,24.0,3.18
0,1671.4285714285713,70,0,0,20.5,1.95
5,1176.0,100,0,0,20.1,1.96
0,5306.25,32,0,1,23.6,2.83
5,3933.3333333333335,45,0,0,24.4,2.95
4,6557.142857142857,42,1,0,18.4,4.59
0,6709.090909090909,44,1,1,23.9,4.92
5,10447.058823529413,17,0,0,18.1,2.96
2,1311.6279069767443,43,0,0,17.4,0.94
2,1063.6363636363637,110,1,0,24.8,1.95
5,14137.5,16,1,1,24.2,3.77
5,2606.060606060606,99,0,0,21.3,4.3
4,3326.6666666666665,90,0,1,19.5,4.99
2,48600.0,1,1,0,19.5,0.81
4,13800.0,11,1,1,20.5,2.53
4,3981.818181818182,11,0,1,22.6,0.73
1,1596.3302752293578,109,0,1,16.9,2.9
3,4172.727272727273,66,0,0,24.8,4.59
0,2005.7142857142858,105,0,1,22.3,3.51
5,1050.0,64,0,0,21.9,1.12
4,1425.0,40,1,0,22.7,0.95
4,3385.714285714286,42,1,1,21.5,2.37
4,38800.0,6,1,1,19.0,3.88
4,8775.0,32,0,0,24.9,4.68
3,4447.058823529412,17,0,1,20.2,1.26
3,1589.1891891891892,74,0,1,22.5,1.96
1,1853.4653465346535,101,0,1,17.0,3.12
4,487.1794871794872,117,0,0,24.6,0.95
0,221.7391304347826,92,1,1,16.4,0.34
1,5376.923076923077,52,0,1,20.3,4.66
4,20200.0,3,1,1,17.4,1.01
1,523.6363636363636,55,1,1,16.8,0.48
2,63600.0,2,0,0,23.5,2.12
2,1300.0,66,1,0,18.3,1.43
3,1968.2242990654206,107,0,0,18.6,3.51
4,2388.461538461538,52,0,0,23.1,2.07
2,7292.307692307692,26,0,0,24.8,3.16
2,2755.1020408163267,98,0,1,15.5,4.5
0,1200.0,64,1,0,20.8,1.28
2,2421.951219512195,82,1,0,18.6,3.31
3,2956.626506024096,83,0,0,19.3,4.09
